F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39
-2198.6842102634505,-1437.2244102348568,9551.241549290293,-2962.053802673404,-5631.58596405168,7675.61669890246,1980.8623646439705,1702.0965482233482,3420.1624323522133,3912.0980637075822,1031.263258893492,992.2954214441296,-288.2574317380179,-700.344342867162,862.7598241948052,-878.2267108574118,4361.193820437228,2357.0871215934526,-913.5057516568696,2265.599055383915,-1113.341170974377,2120.0395886295746,-1986.976695315619,249.92466115766328,852.9395421445547,-3077.2028206998793,-1567.1245610382928,947.1996186732273,1172.2188431825498,1613.7979757328942,292.99403922910915,295.6236524904633,-1622.5274145230853,-397.8768671915698,-575.1171934896638,-1547.786557973676,1461.4418435303744,-860.2297521756018,-1001.0251824984032,-1353.5173100733325
-919.7441396908866,-2111.1773156406384,9917.641291697897,-2947.6230414042157,-6451.5940196528745,7135.852818381321,2383.846653128125,1389.760722458294,2804.9665671641565,2778.474561449278,691.1497714786283,1733.7178268048167,-1156.1890435372345,305.43742447337416,278.16053211054697,-372.7884248264036,4480.894186742401,-243.2249412459469,292.2082055370107,1898.5682522923698,-526.7203764926107,160.02547223930128,-1998.2542764737173,2081.020790261624,65.7062466887279,-3240.5518122257567,-392.5329075620299,5.184458254202595,-330.000694005142,1282.5794928026723,-23.65700013267672,-552.4579615470888,-1878.0658558164725,212.2374604584719,-158.84201156528994,-1972.939944405655,463.7582104655923,-1207.2119608372461,-1105.437792832322,-635.232258671226
-115.30396855081365,-2581.895317764758,10274.303616109202,-2820.4584568945543,-5200.118032149695,7838.427538279692,3119.332032508045,1226.2512273859334,1785.0605235184971,3297.9287612088215,1517.874257700619,827.8971305919061,-1862.6836340285365,-1067.2370667822572,1396.9044205279913,-754.3678141523499,4621.540118607827,1310.7213504795693,313.8642253905229,2234.8327728170375,-251.3757669101288,1161.954358678931,-1811.7214576355957,-164.8863841152724,63.197636649515516,-3090.535520727688,-359.2282311934613,-770.5855621424284,761.5734670989743,2621.087228237345,-414.41182785221304,-517.5652822532936,-1480.3519529938224,-432.9249124730988,64.86342080189512,-1944.5320362263678,1335.4593365893645,-669.9024406693162,-324.78424534143926,-1319.5810968984936
3430.217105616783,1068.1524476545019,11922.317108863006,-4212.675958933751,-6166.921186708992,3783.0728680368716,-3444.513616111377,3617.0457883750983,2811.0309633247894,2351.596174237442,3040.605943399217,738.7458123302321,-2189.2036206210614,1828.7463959900697,-2413.3997663934656,640.8532679779519,-77.50715894429746,803.3274928393284,1603.8893925315094,1852.0489260340337,409.10000017580734,3579.821482249189,1014.5322385330475,1164.367635444396,220.04471538926933,1364.0163293982318,-1000.5076789350236,2002.6831686975092,827.57147968982,-510.9109937335136,-988.804115564108,-673.7322843935409,1606.699544377068,-439.0620685234874,154.76691901002894,584.3464641088254,1114.0058696246647,2717.2491202020888,-231.97856355490876,-2226.2009041730566
6735.161306305797,-381.5684469260229,11101.574654891689,-4194.939321034139,-5331.256820000066,3554.2711120935023,-2735.2860529260333,1205.7820007225746,-447.3788793902381,1839.2118052456424,2132.563238111886,497.6500178052758,-2629.2520561447977,1630.9548014231832,-562.4016277340527,-786.7200712189203,12.715337633494105,686.8663432008847,2256.266950308025,2799.190020079912,1406.8422919489306,2163.724572691742,1535.3512168480377,-1040.6923887130804,107.10407703127805,1488.5961603120754,-804.6343042998144,1712.342835048339,1866.0989151795636,-60.581378654699186,-982.0085440305683,-983.471583017038,704.4684043799485,-1191.1598181689617,731.4425915915488,705.1924656300563,1851.7850748409373,2921.7829556053493,626.8860912771885,-1024.8820990762993
1390.2425445099564,-219.89911592698604,12242.5746550314,-3646.4895474268365,-4992.050229114922,8550.523466370922,-795.3745314806015,3678.8147477720368,3325.479209394371,2701.562978480267,4754.24031762986,-565.7429479779844,-2065.368784024193,1298.5319854719432,-2143.953008573545,507.21889824293726,2440.970629036251,624.4818372429155,623.7969641407399,1142.4773891837356,-935.881579502551,82.8460591639273,-1092.633176675699,239.94561958762156,2681.3658895484637,-2090.5271595261383,1117.3431060637006,177.33670751740533,-398.08478800124345,-1613.5529556204926,-1286.491243346628,-3408.681510772176,-593.8508676318447,328.6417069594404,99.41718080930654,1036.4623860046233,-11.697863000081364,-2801.112132548498,-1013.0776726040685,-1127.2380854842197
-3354.596059469434,-2706.102698179322,6548.877175596263,965.4426076899698,-8495.001781809424,1353.8967163403859,2256.8561347891036,475.87725083740264,3088.1968724348076,1090.05252823902,2436.9345590084363,431.79732318212194,-2433.5907026997033,2932.86359322029,-2299.3358542171695,2194.6537062955044,307.04545865816914,-2619.3198135207244,-4.9779333283425515,-1336.7376317442813,924.3204840503482,-286.6023349520381,1457.6995731357538,1883.361103646426,-845.3473652762106,2435.548907963597,629.3938287703136,1709.6707776708183,-2045.949742662206,-573.7696641190794,651.4313029650426,-498.17668170652314,1196.6185881318638,-444.6461869676501,-1437.0552349713803,-1727.9546704516388,-347.6285993149908,563.3906937460763,-985.9495709522208,-948.7521055507624
-2519.80214197397,-1867.0685575713119,6012.993180131741,1742.0494542838549,-7343.453422790616,998.4638532017243,3253.242670481886,-802.5954362337465,2465.671331080352,395.489083513044,3235.799775957222,178.81651144788842,-2155.8102313766894,2356.0865752157065,-1715.8859802144448,2590.228644716991,582.955447507017,-2567.6061908498345,152.88278047715832,-1248.1920439065714,1743.9070009782542,-1241.3406600887554,1555.433957616228,1171.053969196341,-1024.9393379704322,932.5201999009957,772.1444337905833,813.700720471961,-1512.805162078439,-16.058781706913347,641.1560947443702,-929.8032947554422,802.7421864510185,-279.0542907853757,-1929.1805111603792,-1837.583617965756,-567.9167146321855,481.007688437519,-686.0046002320122,-796.9185333950901
-4607.118508509953,-2797.113196548106,5403.51944544739,1146.766487798012,-8796.21496693336,2611.989484158471,2568.0651009583585,-151.98219972303292,3220.6884336284797,1149.195352007464,1298.7786174810096,135.03498378417797,-1654.4123411503233,2474.303535588153,-1272.0132274656,1398.2685178774286,863.5609762290569,-2920.2415569088757,-766.199669111078,-918.5099415400402,1110.090866578182,-850.720363388145,-455.72269950068744,1543.3650379770793,-511.0235168366234,1028.274366310006,490.6616549228156,640.7482734291564,-2106.717748843607,27.14551064621888,834.6326711415687,-770.6828584994546,106.3773346060123,160.10780692749955,-1175.5886825434445,-1907.679069346594,154.66890489353386,-1488.3948805922364,-1205.816231211808,-214.77729249894958
882.3498545206878,1707.958095645088,9751.82852794167,-1350.9724104797253,-774.0271291902706,7375.9528222049,2363.1044653652652,-1797.4732811649742,162.64104176947117,4127.374991507971,254.14855494680165,496.444136622694,-183.7368047445189,-2050.5933439143314,1389.2008886663002,-1291.8963770979278,2681.626467584534,-364.9964349454864,967.472557078468,594.6743955547205,-1024.7108182690195,-3580.324282126546,-799.3509755234365,573.0972562371113,585.8765567496837,-2521.1156130024974,1164.2449004441316,-1062.009571725094,816.8395642711274,1035.85640220895,-947.6211441821239,-934.32372993917,12.642813049379168,-717.8162455262589,-1280.6575025583663,-1443.1474042709542,114.62611822363927,-441.4288032819745,-868.2433250347807,686.5234140978802
1167.510856798798,267.93886668101567,10181.604156746038,-1212.0358011735466,-2264.0109073192493,6531.140368711557,2590.3379725212008,-1484.353792135152,490.2959941695326,3501.952231675646,25.942533924396553,53.37253743397253,-1762.9496112801771,-884.74853879782,202.17032739454643,-673.7780421931059,3007.4159236473834,-1373.4372926810588,1683.035838265647,434.2426403399495,-296.4995474786841,-3378.598745150522,-1195.5196397319726,1367.7534998802594,758.7307109026896,-2160.682870917666,1481.509041600432,-738.2049328119949,-730.6577235201023,-95.1292852192534,-1803.33299800036,-2022.7431652309203,464.0437898431957,-380.17408270671126,-142.25063626398173,-1006.6571485467483,-581.8447687532235,-1517.3009671569691,-371.14600664151976,880.2765225583429
3993.9735809130048,2053.9789421381215,8794.935763166071,-1589.5171675112017,377.8213756216874,7286.848911049765,2742.232396508232,-2208.670497364373,-969.374584132995,3690.2553480754127,15.623576384349464,-446.44753291449456,-135.86593658631907,-1685.5923269339512,2700.730246145354,-467.8269094491283,2117.8958002628096,-655.1240623590995,1393.0018676395416,-542.4100344852783,-646.4222280332087,-4277.321623447459,-1224.2524086487335,889.7692641429469,1330.5122941035595,-1219.4252079309554,1281.4346475036098,-602.036332775896,996.340843052029,548.5554477391398,-771.8398944792233,59.173429960678575,-231.6241487367936,-1222.5152198951573,-584.8889270989455,-513.7764883547649,-825.5823236644248,-587.3584951672535,-437.1369059266966,1324.3196654806388
702.4455453424819,619.3087420807391,9991.892273684469,-1710.9424073170114,-2060.40131640657,7885.6287222287665,2545.7950065763025,-743.6554985255963,615.0489362912263,4299.4523463658315,49.22304865471777,-234.62684976046057,-498.64704214918623,-2263.4767817727147,1591.3096630531686,-1304.9318310862182,3099.0486019244004,512.9813371455509,1025.1172121068882,1593.825784600701,-1064.3624478408396,-1921.0143378437604,-1126.615825465932,-242.9693123535519,1067.0343216182716,-2805.0042941519027,6.460909738375062,-1344.8110808312906,1097.9079756598996,1291.9679577564418,-950.1197850034376,-1116.410172272737,-539.2778285081115,-560.9077567745333,-1141.265001901556,-1874.3016002500963,878.5262262738163,-787.3355496234402,-565.1778144581457,-60.58627696359128
11536.517020332456,5543.407003248158,7530.811963311088,-5212.9258655688045,2471.943091225147,3624.6345237503238,2613.474365102471,-1292.6510499913352,-1267.1073181845795,1877.3703970836036,-538.7111277100668,-2263.9796753534965,4734.20055939403,-2324.4838336138937,4124.983586567458,646.6085442567821,-1753.0563691315078,2940.9619129439184,-459.3357393530318,157.7899240967736,866.0388021889107,48.72239899521726,2792.34506996914,-1269.7432264701747,681.9493808807267,1387.5343200990185,-2216.2987340816244,469.99610293266255,-99.05918896448632,-1233.6316546680848,535.7754077477766,382.9606845331652,2479.125328071661,-2316.6045186960514,436.1025896006382,-42.91632461445975,-1309.6056661255302,2213.9852790416603,1030.514068480185,1356.0261207619408
13170.931164821917,6308.014156353435,5429.240960896363,-4817.909957249345,3859.7688941581637,2486.7297119373557,3298.5277424764326,-1405.242390746337,-1420.6795904519563,1305.1078474306266,426.6501373421505,-1817.9044161202398,5385.523251728721,-2555.480671009987,4210.5230816841395,1257.0508938012606,-988.2823553662006,3217.051707095513,-1496.0028080800087,-373.679969671066,674.828338312757,-664.457304465111,2024.0671168118333,-1318.117658466789,486.4701926668047,2051.2355559414964,-2486.6319607578425,1441.2979139803688,-1083.8578740769667,-404.8308147445202,-98.97299497928832,1088.5593618576818,1871.1282629357438,-1223.9169841740886,427.92336497346605,-377.12638849827204,-1025.263048559702,972.796625108941,634.6730375214371,396.56145827863014
